id,similarity,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviço,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais,lat,lon
050230d2e5b5c06d3f76d65fdad4111395c700c652b7f2a85a6eeecfc1d9340c,0.39362207,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,22.175342465753427,> 20,False,False,False,False,False,2005-11-03,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,20.0,3.0,False,,3.0,20.0,,,5.0,False,AM,VERDE,ACIMA DE 1 ANO,24.0,ALTA,BOA,False,755887.0,883.87,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,48.5,49.0,48.0,2.0,,1.0,1.0,,,,,,,,,,,,,,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,80.95555555555556,148.36666666666667,43.06666666666667,43.06666666666667,148.36666666666667,80.95555555555556,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,124.0,126.0,63.0,108.0,18.0,7748006.1875,3874003.09375,6758899.0,989107.2,7871644.625,3935822.3125,6758899.0,1112745.6,37691817.5,12563939.166666664,33794496.0,930000.0,40729094.5,13576364.833333336,33794496.0,930000.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,37691817.5,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",20400336.0,20400336.0,466.0,70.0,94.29,5.71,1.0,4.0,10.0,14.0,11.0,10.0,8.0,7.0,3.0,2.0,,11.0,56.0,3.0,,70.0,8.966666666666667,1.0,8.0,470.0,541.0,17.900370370370364,112.5,-0.3,52.890610328638495,112.5,8.966666666666667,71.0,78.0,180.0,-8.974358974358976,-60.55555555555557,10.738255033557047,0,-3.1316333,-59.9825041
931008de17675b8089f461b1adb94b298b6eaeea98c5235d87ca3863547566b4,0.39204565,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,21.46575342465753,> 20,False,False,False,False,False,2005-05-14,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,5.0,6.0,False,2.0,6.0,5.0,,,,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,220813.0,1115.3,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,50.0,50.0,50.0,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,81.86666666666666,81.86666666666666,81.86666666666666,81.86666666666666,81.86666666666666,81.86666666666666,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,32.0,32.0,32.0,32.0,1998820.75,1998820.75,1998820.8,1998820.8,1998820.75,1998820.75,1998820.8,1998820.8,5996462.5,5996462.5,5996462.5,5996462.5,5996462.5,5996462.5,5996462.5,5996462.5,,,,,0.0,0.0,0.0,0.0,0.0,1.0,5996462.5,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",27921672.0,30258068.0,397.0,104.0,89.25,10.75,1.0,7.0,15.0,21.0,12.0,14.0,7.0,7.0,4.0,5.0,,10.0,82.0,1.0,,93.0,2.6666666666666665,3.0,12.0,397.0,493.0,18.912966734555358,161.2,-0.5333333333333333,45.5736111111111,161.2,2.6666666666666665,96.0,108.0,153.0,-11.111111111111116,-37.25490196078432,11.940298507462687,3,-3.1316333,-59.9825041
9158d1746783b228204f6e73a92613d2cd46e6edb3fb15e902a336d0b627eb8c,0.38510635,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,25.73150684931507,> 20,False,False,False,False,False,2002-10-12,False,False,False,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,3.0,3.0,False,,3.0,3.0,,,,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,120643.0,707.21,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,67.5,69.0,66.0,2.0,,1.0,1.0,,,,,,,,,,,,,,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,215.77777777777783,361.13333333333327,107.86666666666666,107.86666666666666,361.13333333333327,215.77777777777783,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,89.0,89.0,29.66666666666667,43.0,16.0,6037675.25,2012558.416666667,3008534.5,1133352.0,6037675.25,2012558.416666667,3008534.5,1133352.0,17546349.5,5848783.166666668,9025603.0,2833380.0,17756349.5,5918783.166666668,9025603.0,2833380.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,17546349.5,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",24006456.0,24216456.0,261.0,77.0,70.13,29.87,1.0,4.0,20.0,10.0,16.0,15.0,7.0,2.0,1.0,1.0,,9.0,54.0,14.0,,77.0,2.6333333333333333,49.0,12.0,261.0,339.0,36.300393313667634,5064.7,-0.6333333333333333,26.6871794871795,152.06666666666666,2.6333333333333333,78.0,41.0,54.0,90.24390243902437,44.444444444444436,20.168067226890763,1,-3.1316333,-59.9825041
c15cf0cf9434cc77bd574909146539ad1c756ff21f047690002013e957777e74,0.38241664,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,23.45205479452055,> 20,False,False,False,False,False,2005-11-03,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,11.0,3.0,False,5.0,3.0,11.0,,,,False,AM,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,1004885.0,1264.4,CENTRO AMAZONENSE,MANAUS,False,2.0,2.0,0.0,56.5,68.0,45.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",18751824.0,18751824.0,265.0,65.0,83.08,16.92,,12.0,13.0,9.0,8.0,8.0,5.0,2.0,3.0,5.0,,20.0,40.0,5.0,,65.0,2.933333333333333,9.0,8.0,266.0,331.0,22.302517623363556,158.13333333333333,-0.2333333333333333,50.629743589743605,158.13333333333333,2.933333333333333,65.0,63.0,74.0,3.174603174603185,-12.162162162162161,12.403100775193801,0,-3.1316333,-59.9825041
328f2895c10acb688bd668b27e5ec8fc4672b9017a4bbacc4b87ada13fa6d562,0.37930578,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO POR ATACADO,COMERCIO,26.454794520547942,> 20,False,False,False,False,False,2005-10-22,False,False,True,SIM,COMERCIO POR ATACADO EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,7.0,0.0,False,,0.0,7.0,,,,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,383445.0,1097.27,CENTRO AMAZONENSE,MANAUS,False,3.0,3.0,0.0,56.0,61.0,51.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",21945816.0,21945816.0,150.0,77.0,59.74,40.26,,19.0,17.0,6.0,8.0,12.0,7.0,6.0,2.0,,,1.0,62.0,14.0,,77.0,2.2666666666666666,40.0,25.0,150.0,228.0,18.12587719298245,110.46666666666668,-0.7666666666666667,29.39957264957263,110.46666666666668,2.2666666666666666,78.0,67.0,67.0,16.417910447761198,16.417910447761198,35.460992907801426,1,-3.1316333,-59.9825041
06484ac1093f9be961b93780a96bcecc24a5318bd1eb72ae08537f7490b1346b,0.37899473,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,24.252054794520546,> 20,False,False,False,False,False,2005-09-24,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,5.0,1.0,True,,1.0,5.0,,,,False,AM,VERDE,ACIMA DE 1 ANO,24.0,ALTA,BOA,False,169249.0,1013.7,CENTRO AMAZONENSE,MANAUS,True,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",22151880.0,22151880.0,269.0,60.0,78.33,21.67,,8.0,11.0,10.0,12.0,8.0,7.0,4.0,,,,7.0,50.0,3.0,,60.0,2.933333333333333,5.0,9.0,269.0,329.0,29.41033434650456,239.36666666666667,-0.8666666666666667,69.72555555555553,239.36666666666667,2.933333333333333,60.0,65.0,72.0,-7.692307692307688,-16.666666666666664,14.516129032258064,0,-3.1316333,-59.9825041
1b446ccb90407c9338157133b458b736319b8f236092ddf6d3773841ceeeccb6,0.3787421,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,7.564383561643837,5 a 10,False,False,False,False,False,2011-04-07,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,4.0,1.0,False,1.0,1.0,4.0,,,2.0,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,211857.0,,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,62.5,76.0,49.0,2.0,,1.0,1.0,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,181.67777777777775,299.96666666666664,41.46666666666667,41.46666666666667,299.96666666666664,181.67777777777775,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,52.0,90.0,30.0,46.0,0.0,3029140.6875,1514570.34375,2658225.5,370915.2,5130993.5,2565496.75,2658225.5,2472768.0,10017422.625,3339140.875,7974677.0,930000.0,16322981.0,5440993.666666667,7974677.0,930000.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10017422.625,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",14527512.0,14527512.0,103.0,50.0,80.0,20.0,,6.0,9.0,12.0,12.0,4.0,4.0,2.0,1.0,,,3.0,42.0,5.0,,50.0,2.7,7.0,6.0,103.0,154.0,27.89047619047618,117.6,0.4,49.64509803921569,117.6,2.7,51.0,51.0,55.0,0.0,-7.272727272727275,11.881188118811881,0,-3.1316333,-59.9825041
353c351fa4e013c08cbdc56cea9722943682cc9aae98b05664ff49df3539afb7,0.3779034,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,12.972602739726028,10 a 15,False,False,False,False,False,2005-11-10,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,4.0,3.0,False,,3.0,4.0,,,,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,300930.0,,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,40.0,41.0,39.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,93.16666666666669,93.16666666666669,93.16666666666669,93.16666666666669,93.16666666666669,93.16666666666669,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,210000.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",26582256.0,26582256.0,148.0,83.0,65.06,34.94,1.0,12.0,20.0,16.0,15.0,13.0,3.0,,3.0,,,11.0,56.0,16.0,,83.0,2.933333333333333,17.0,12.0,148.0,231.0,24.0936507936508,136.86666666666667,-0.36666666666666653,40.91164658634538,136.86666666666667,2.933333333333333,83.0,77.0,79.0,7.792207792207796,5.063291139240512,14.906832298136644,0,-3.1316333,-59.9825041
53e0cb3d1b65c0af41a6cb9006a550c25a97a351ce4464d54d91f94f491493cb,0.37595502,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO E REPARACAO DE VEICULOS,COMERCIO,20.12328767123288,> 20,False,False,False,False,False,2000-01-08,False,False,False,SIM,COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,11.0,0.0,False,1.0,0.0,11.0,,,,False,AM,VERDE,ACIMA DE 1 ANO,24.0,ALTA,BOA,False,114117.0,1645.69,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,43.5,45.0,42.0,2.0,,1.0,1.0,,,,,,,,,,,,,,16.0,25.0,16.0,16.0,0.0,0.0,0.0,0.0,149.01875,500.13333333333327,1.5,1.5,500.13333333333327,149.01875,,,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0,1.0,0.0,8.0,7.0,0.0,419.0,514.0,51.4,184.0,2.0,31095057.7734375,3109505.77734375,8901965.0,123638.4,37029701.0234375,3702970.10234375,11807467.0,123638.4,131068511.78125,10082193.213942308,44509824.0,210000.0,150342445.78125,11564803.521634614,51952670.0,210000.0,12.0,2.4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,131068511.78125,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",28230768.0,28440768.0,684.0,87.0,71.26,28.74,1.0,7.0,24.0,28.0,11.0,9.0,3.0,3.0,1.0,,,3.0,70.0,14.0,,87.0,21.4,0.0,0.0,684.0,771.0,18.628923476005188,201.8,-0.6333333333333333,60.80306513409962,201.8,21.4,87.0,87.0,140.0,0.0,-37.857142857142854,0.0,1,-3.1316333,-59.9825041
bd4bec26c393ea9755323070663e2c2bf3fc83e3a180b98d97b135083abaa952,0.3747536,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,SERVICOS DE ALOJAMENTO/ALIMENTACAO,SERVIÇO,20.613698630136987,> 20,False,False,False,False,False,2005-11-03,False,True,True,SIM,ALIMENTACAO,ALOJAMENTO E ALIMENTACAO,False,False,True,,,86.0,4.0,False,2.0,5.0,168.0,,,7.0,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,2744635.0,1948.88,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,56.5,70.0,43.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",10045620.0,10885620.0,378.0,64.0,37.5,62.5,,2.0,5.0,9.0,15.0,7.0,8.0,12.0,5.0,1.0,,6.0,55.0,3.0,,64.0,4.766666666666667,3.0,5.0,378.0,442.0,26.157164404223213,129.76666666666668,-0.2,77.14739583333333,129.76666666666668,4.766666666666667,64.0,66.0,68.0,-3.030303030303028,-5.882352941176473,7.6923076923076925,4,-3.1316333,-59.9825041
